common_voice_pt_21740205|E esse não é o caso.
common_voice_pt_21740206|Isso é incrível!
common_voice_pt_21740208|Faça algumas verificações de dados duplicadas
common_voice_pt_21740233|Uma mulher dançando vestindo branco na frente de uma fonte.
common_voice_pt_21740234|As rosas competem em eventos esportivos?
common_voice_pt_21740235|Esta invenção pode significar o fim de todas as doenças.
common_voice_pt_21740236|As linhas de trem ofereciam um caminho fácil para seguir.
common_voice_pt_21740237|Não é fácil!
common_voice_pt_21740268|Recolhidos na entrada
common_voice_pt_21740270|Nós batemos o país inteiro nessa história.
common_voice_pt_21740271|Vender a privacidade é conveniente
common_voice_pt_21740272|As pessoas estão se enfrentando enquanto jogam futebol.
common_voice_pt_21740293|Um lutador masculino americano fixando seu oponente.
common_voice_pt_21740339|Dê a ela as obras.
common_voice_pt_21740340|Ele estava vendendo melhor do que nunca.
common_voice_pt_21740341|O motor do carro se apoderou.
common_voice_pt_21740342|A pesquisa estava em progresso.
common_voice_pt_21742625|Meus meninos e meninas estão lá.
common_voice_pt_21742626|Só existe uma maneira de aprender?, respondeu o alquimista.
common_voice_pt_21742627|Talvez ele não deva chamar nomes de pessoas que eles não querem ser chamados.
common_voice_pt_21742628|A goteira inundou a casa inteira
common_voice_pt_21742629|Que tipo de prova é que?
common_voice_pt_21751623|Você sabe quando você está realmente solitário?
common_voice_pt_21751626|Mostrando um pequeno sorriso triste
common_voice_pt_21751628|A natureza é bela.
common_voice_pt_21751629|Ninguém sabe o que há por trás desse portão.
common_voice_pt_21751630|Não é do vento que eu falei.
common_voice_pt_21751636|Novo laptop agora
common_voice_pt_21751637|O dano deve ser mais grave
common_voice_pt_21751638|qual é o problema com as pessoas deste mundo
common_voice_pt_21751639|Uma parceria entre as companias seria o ideal.
common_voice_pt_21751640|Uma jovem está descendo uma colina coberta de neve.
common_voice_pt_21751651|Você precisa completar este arranjo com os ensinamentos do acordeão diatônico.
common_voice_pt_21751652|Sempre feche a porta do celeiro com força.
common_voice_pt_21751653|Ainda temos muitos empréstimos para pagar.
common_voice_pt_21751654|Você só deve deixar passar frases perfeitamente soletradas.
common_voice_pt_21751655|Muitas pessoas assistem a um desfile ao lado de uma rua.
common_voice_pt_21751666|A prima dela está namorando com o Carlos.
common_voice_pt_21751667|Um homem e duas mulheres em uma motocicleta.
common_voice_pt_21751668|Todos os órgãos estão expostos em nossa sala de exposições.
common_voice_pt_21751669|Uma vida sem amor é uma morte viva.
common_voice_pt_21751670|Depressa, ele está um pouco irritado.
common_voice_pt_21751686|Estou nisso há mais de dois anos e ainda estou descobrindo novas ideias.
common_voice_pt_21751687|Vai chover amanhã?
common_voice_pt_21751688|Duas garotas em vestidos rindo.
common_voice_pt_21751689|A imagem mostra várias pessoas comendo em mesas ao ar livre.
common_voice_pt_21751690|Mas ele certamente não desejava que um exército invadisse o oásis.
common_voice_pt_21751706|Eu claramente fui discriminada por causa do meu sexo, reclamou a feminista.
common_voice_pt_21751707|A criança pequena branca está perto do carro de esportes verde.
common_voice_pt_21751708|É difícil ficar doente quando você é velho.
common_voice_pt_21751709|Sem ofensa?, mas sua agilidade deixa muito a desejar.
common_voice_pt_21751711|A cruz tem um grande significado no cristianismo.
common_voice_pt_21751719|Hoje está frio
common_voice_pt_21751720|Eu me sinto bem agora.
common_voice_pt_21751721|Algumas roupas não dizem nada, mas dizem tudo.
common_voice_pt_21751723|Boa tarde, pessoal!
common_voice_pt_21751731|Eu digo que não saímos mais.
common_voice_pt_21751732|Deve estar congelado.
common_voice_pt_21751733|Como você encontra
common_voice_pt_21751734|Eu devo a eles mais de um milhão
common_voice_pt_21751735|Eu acho que você é mais barato.
common_voice_pt_21751741|Mídia cultural: papéis, vozes e imagens que atingem o público.
common_voice_pt_21751742|O motorista do camelo entendeu o que o garoto estava dizendo.
common_voice_pt_21751743|O arrependimento tardio traz novo dano.
common_voice_pt_21751744|sim
common_voice_pt_21751745|O mais áspero riu com vontade.
common_voice_pt_21751757|Você não está enganando ninguém.
common_voice_pt_21751758|A primeira turma será composta pelos ricos.
common_voice_pt_21751759|Você não é capaz disto
common_voice_pt_21751761|Um esquiador em vermelho está alto no ar.
common_voice_pt_21751762|Um assistente segura os pés e os fixa no chão.
common_voice_pt_21751763|Você tem o cérebro de uma panqueca.
common_voice_pt_21751765|Relâmpagos no mar, vento no chão.
common_voice_pt_21751766|Ela gosta da vida no país
common_voice_pt_21751772|Ambos eram espertos demais para nós!
common_voice_pt_21751773|Túnel de tempo paralelo
common_voice_pt_21751774|Jovem mulher comemorando a formatura dela.
common_voice_pt_21751775|Ela fala cinco idiomas, mas fluentemente.
common_voice_pt_21751776|Três homens detidos na segunda-feira permanecem sob custódia.
common_voice_pt_21751782|Alguém pode me dizer o que está acontecendo?
common_voice_pt_21751783|No começo, estudar correlação em gráficos é difícil para mim.
common_voice_pt_21751784|Não seria legal se fôssemos assim?
common_voice_pt_21751785|Qual língua é falada em Angola?
common_voice_pt_21751786|Ouça o solo desta guitarra!
common_voice_pt_21751792|Eu não quero nada para mim mesmo.
common_voice_pt_21751793|Sinta que você pode viver por um dia
common_voice_pt_21751795|Muito obrigado.
common_voice_pt_21751796|No bêbado fino você não precisa de água ou vinho.
common_voice_pt_21751797|O menino alcançou a pequena igreja abandonada quando a noite estava caindo.
common_voice_pt_21751808|Diga a ela que eu a elegi e posso ter seu impeachment!
common_voice_pt_21751809|Macho branco novo que prepara o alimento na parte superior do fogão.
common_voice_pt_21751810|O inglês não conseguiu dormir uma noite.
common_voice_pt_21751811|Por que você não se opôs quando conseguiu?
common_voice_pt_21751812|Olhe atentamente para o da esquerda.
common_voice_pt_21751818|Felipe e Lorenzo, ambos eram chegados.
common_voice_pt_21751819|Houve um movimento geral para trás.
common_voice_pt_21751821|Este computador custa dois mil dólares.
common_voice_pt_21751822|Quando o namorado se torna marido
common_voice_pt_21751828|Ela resolveu o enigma sozinha?
common_voice_pt_21751829|Você terá que acordá-lo.
common_voice_pt_21751831|Eu disse boa noite.
common_voice_pt_21751832|Muito assustado em meu coração
common_voice_pt_21751833|Será definitivamente resolvido através de procedimentos legais
common_voice_pt_21751834|Ela comprou pepinos no mercado.
common_voice_pt_21751835|Nós vivemos das nossas raízes e não dos nossos ramos.
common_voice_pt_21751836|Nós saímos com um tapa no pulso.
common_voice_pt_21751837|Há também um casal japonês
common_voice_pt_21751838|Eles têm salsichas baratas e batatas fritas na cervejaria amanhã.
common_voice_pt_21751839|O estudo da sociologia.
common_voice_pt_21751840|Você vê o que eu tive que aguentar?
common_voice_pt_21751841|Um jogador de beisebol de Atlanta está usando uma luva no campo interno.
common_voice_pt_21751842|Os gases do tráfego eram insuportáveis.
common_voice_pt_21751843|Um esquiador com uma jaqueta amarela está no ar acima das montanhas.
common_voice_pt_21751844|Um menino novo que sorri ao lado do oceano.
common_voice_pt_21751845|Um velho copo de pé ao lado da porta do carro
common_voice_pt_21751846|Ninguém quer ouvir o anúncio.
common_voice_pt_21751847|Eles nem conseguem encontrá-lo.
common_voice_pt_21751848|Havia um buraco ali entre as pedras.
common_voice_pt_21751849|Não há nada na cabeça, substituindo o quinto.
common_voice_pt_21751850|Sua honra não vai dizer nada.
common_voice_pt_21751851|A guitarra quebrou e ela não podia mais tocar.
common_voice_pt_21751852|Dois homens carregando guitarras estão andando ao longo de uma praia
common_voice_pt_21751853|Eu nunca vi isso antes.
common_voice_pt_21751854|Essa tá muito fácil.
common_voice_pt_21751855|Dois amigos foram notificados do acontecido.
common_voice_pt_21751856|Você tem conta no Twitter?
common_voice_pt_21751857|Todas essas funções são indispensáveis durante a vida do projeto.
common_voice_pt_21752415|Existe apenas um tipo de pessoa, eu nunca lhe darei meio centavo.
common_voice_pt_21752416|Um menino muito jovem está olhando para um conjunto de ferramentas de brinquedo.
common_voice_pt_21752417|Eu vou tomar o meu agora.
common_voice_pt_21752418|É uma jogada que aprendi com você.
common_voice_pt_21752419|A mussarela é um queijo cremoso que combina bem com tomate e manjericão.
common_voice_pt_21752430|Quem projetou essa fuga?
common_voice_pt_21752431|É enviado para reparar
common_voice_pt_21752432|Varrendo o chão, separando mercadorias, etc.
common_voice_pt_21752433|Você quer comer primeiro?
common_voice_pt_21752434|Você não me entende?
common_voice_pt_21752470|Então seu coração ficou quieto por uma tarde inteira.
common_voice_pt_21752471|Qual visão você gostaria?
common_voice_pt_21752473|Livros e vinhos, os mais antigos.
common_voice_pt_21752475|Como está?
common_voice_pt_21752476|É o nosso indicador
common_voice_pt_21764739|A luz dançou através do lago.
common_voice_pt_21764740|Eu não posso te assegurar tais coisas.
common_voice_pt_21764742|É muito barato, vamos ver amanhã.
common_voice_pt_21764745|Qual é o seu nome? ele perguntou.
common_voice_pt_21764748|Um menino brincando com um avião em um campo.
common_voice_pt_21764779|sete
common_voice_pt_21764780|Você quer ir trabalhar para mim?, Perguntou o comerciante.
common_voice_pt_21764781|Se você usasse duas mãos, seria mais fácil dirigir.
common_voice_pt_21764782|Uma jovem garota em um parque lança um objeto no ar.
common_voice_pt_21764783|uma mulher abre um presente enquanto bebe cerveja
common_voice_pt_21764818|A determinação faz o homen.
common_voice_pt_21764820|Que clima maravilhoso!
common_voice_pt_21764821|oito
common_voice_pt_21764822|Não precisa chorar.
common_voice_pt_21764823|Único jogador de beisebol masculino pegando a bola
common_voice_pt_21765072|Olhando para o céu estrelado
common_voice_pt_21765074|Um bando de crianças está subindo em uma árvore e encolhendo-a.
common_voice_pt_21765077|Homem com óculos de sol sentado em águas rasas
common_voice_pt_21765080|Quem pode ser dono da verdade?
common_voice_pt_21765112|Karen não virá hoje.
common_voice_pt_21765116|Eles são homens que andam no meio da estrada.
common_voice_pt_21765119|Um homem com um suéter vermelho segura uma criança em cima de seus ombros.
common_voice_pt_21765121|Um rapaz pequeno na frente da grande fonte de água ao ar livre.
common_voice_pt_21765123|Você vai acreditar em todas as mentiras que ele diz a você?
common_voice_pt_21765147|Veja o que passamos hoje.
common_voice_pt_21765150|Sara você pode me ler?
common_voice_pt_21765153|Não é necessário, então, esperar por junho ou setembro.
common_voice_pt_21765156|um jovem skatista pulando um truque no ar.
common_voice_pt_21765158|Não fique aqui
common_voice_pt_21765361|Um cachorro está pegando uma bola de tênis em um pedaço de grama verde.
common_voice_pt_21765362|Esta é uma vida que está sendo arbitrariamente
common_voice_pt_21765363|As minas tinham sido administradas pelo conselho da cidade.
common_voice_pt_21765364|Eles falam Espanhol.
common_voice_pt_21765365|Vá e nunca olhe para trás.
common_voice_pt_21765378|As mil e uma noites era um livro?
common_voice_pt_21765379|Dois homens em uniformes de artes marciais se apresentam para uma mesa de juízes
common_voice_pt_21765381|Comprou uma passagem de onibus
common_voice_pt_21765382|Eles vão acreditar nisso.
common_voice_pt_21765383|Mais tarde, aprendi que este livro está esgotado.
common_voice_pt_21765401|Porque você conhecerá seus sonhos e desejos e saberá como lidar com eles.
common_voice_pt_21765402|Não se preocupe
common_voice_pt_21765403|Ela acusou um ex-condenado por perseguição e agressão sexual.
common_voice_pt_21765404|Nunca é tarde para consertar
common_voice_pt_21765405|Pensou em todos os pastores casados que conhecera.
common_voice_pt_21777392|Um amigo seu?
common_voice_pt_21777393|Emulação de sistema.
common_voice_pt_21777394|Mais tarde, uma ponte foi construída.
common_voice_pt_21777396|Um homem senta-se em um banco interior e sorri.
common_voice_pt_21777417|Talvez ele seja mesmo um tolo.
common_voice_pt_21777418|Eu não posso imaginar porque estou com medo
common_voice_pt_21777419|Nos dias quentes e ao praticar esportes, você deve beber mais.
common_voice_pt_21777420|Dois povos sentam-se em uma doca com um por do sol no fundo.
common_voice_pt_21777421|Ele conhecia todos os campos e pastos da Andaluzia.
common_voice_pt_21777447|Foi sobre você.
common_voice_pt_21777448|Você quer acordar esse bebê!
common_voice_pt_21777449|Ele é um canalha.
common_voice_pt_21777450|Você pode me enviar um formulário de inscrição via e-mail?
common_voice_pt_21777451|Quantas crianças não gostam de hóquei e nadam?
common_voice_pt_21788888|penso, logo existo.
common_voice_pt_21788889|Eu tenho a festa aqui.
common_voice_pt_21788890|O conflito não foi resolvido.
common_voice_pt_21788891|Não, mas você virou o balcão?
common_voice_pt_21788892|Explique a importância da ancoragem
common_voice_pt_21789448|A única certeza é a morte.
common_voice_pt_21789449|Alguns homens estão em frente a uma fileira de bandeiras.
common_voice_pt_21789450|O dragão soprou um jato de fogo de nove metros de comprimento.
common_voice_pt_21789451|Faça uma busca no Google por gatos brancos.
common_voice_pt_21789452|A agricultura foi uma conquista muito importante na história da humanidade.
common_voice_pt_21789453|Quem escreveu essa música?
common_voice_pt_21789454|Você sabe como nós vivemos?
common_voice_pt_21789455|Oh? o que é isso?
common_voice_pt_21789456|o plural de rato é congresso nacional
common_voice_pt_21789457|Vantagens competitivas que podem ser usadas para reter e atrair talentos e capital humano.
common_voice_pt_21789458|Você está perdendo seu olho.
common_voice_pt_21789459|Ele estava em um sanatório no Rio de Janeiro.
common_voice_pt_21789460|reservar um restaurante na Geórgia
common_voice_pt_21789461|Você já rabisca coisas em um pedaço de papel quando está entediado?
common_voice_pt_21789462|quatro
common_voice_pt_21797792|Não estava lá.
common_voice_pt_21797793|Ele não parece um cara que entraria na linha.
common_voice_pt_21797794|O colaborador prolífico contribuiu com mais de mil commits até hoje.
common_voice_pt_21797795|Escolha do zero
common_voice_pt_21797796|Dois cães estão brincando uns com os outros em uma praia pelo oceano.
common_voice_pt_21797797|A mente é um mistério.
common_voice_pt_21797798|O carro é pequeno
common_voice_pt_21797799|Aquele que canta afasta a tristeza.
common_voice_pt_21797800|Por favor, traga sabão.
common_voice_pt_21797801|Atualmente internacionalmente, seja Tóquio, Seul, Londres
common_voice_pt_21797807|Derrame os fluxos de náusea de líquidos e alimentos mastigáveis.
common_voice_pt_21797808|Poder corrompe
common_voice_pt_21797809|Os porcos e as vacas corriam por toda parte.
common_voice_pt_21797810|Promover várias medidas de bem-estar
common_voice_pt_21797811|E uma grande tartaruga caiu do céu.
common_voice_pt_21797817|Uma pessoa flutua na água perto de pedras e uma cachoeira.
common_voice_pt_21797818|Boa noite!
common_voice_pt_21797819|A ciência tem discutido sobre a classificação zoológica da espécie há décadas.
common_voice_pt_21797820|Eu quero continuar.
common_voice_pt_21797821|Um cachorro está pulando no ar para pegar um brinquedo.
common_voice_pt_21797837|Jerry não podia acreditar.
common_voice_pt_21797838|É conveniente manter algum dinheiro.
common_voice_pt_21797839|Existe uma representação digital disponível.
common_voice_pt_21797840|Dois jovens levantam seus parceiros de balé do lado de fora.
common_voice_pt_21797842|Espero que ele possa mudar de ideia.
common_voice_pt_21797852|Um bom exemplo de dinossauro é o Pterodáctilo.
common_voice_pt_21797853|Uma mulher que veste uma camisa azul senta-se em um banco branco.
common_voice_pt_21797854|Cães correndo ao redor de uma pista
common_voice_pt_21797855|Que tipo de homem ele é?
common_voice_pt_21797856|Pior a emenda que o soneto.
common_voice_pt_21797872|Isso é entendido sem dificuldades.
common_voice_pt_21797873|Eles estavam todos furiosos quando a escapada falhou.
common_voice_pt_21797874|Os artistas folclóricos dos pobres estudam para o dinheiro dos ônibus.
common_voice_pt_21797875|As explicações são ilógicas e confusas.
common_voice_pt_21797876|Tocou em sua mão com ternura
common_voice_pt_21797882|As palmeiras crescem duas vezes mais.
common_voice_pt_21797883|Pensei que poderia estar ouvindo de você.
common_voice_pt_21797884|Uma criancinha nua está parada perto da água.
common_voice_pt_21797885|Construa um espaço onde você possa viver sua vida
common_voice_pt_21797886|O reitor, o secretário geral e o gerente da universidade são membros.
common_voice_pt_21797887|O degelo chegou cedo e libertou o riacho.
common_voice_pt_21797888|Eu gostaria que eles fossem também.
common_voice_pt_21797889|Eu não tenho muito dinheiro para receber este mês.
common_voice_pt_21797890|Um pescador senta-se em seu barco, reparando sua rede.
common_voice_pt_21797891|Como sabemos que acabou?
common_voice_pt_21797897|Por que não posso pular esta maldita introdução?
common_voice_pt_21797898|Use um lápis para escrever o primeiro rascunho.
common_voice_pt_21797899|Quando o oceano subir.
common_voice_pt_21797900|Tratado existente
common_voice_pt_21797901|Foi muito bom.
common_voice_pt_21797902|A vida começa aos quarenta anos.
common_voice_pt_21797903|Estou na farmácia.
common_voice_pt_21797904|Um macho está andando de bicicleta em terrenos irregulares
common_voice_pt_21797905|Você vai e pratica.
common_voice_pt_21797906|O nome original em inglês deste livro não é tão sensacional.
common_voice_pt_21797917|O curto e o longo dele
common_voice_pt_21797918|Esta é a sala de imprensa.
common_voice_pt_21797919|A imensa coleção de pessoas e animais começou a viajar mais rápido.
common_voice_pt_21797920|É bom ter um amigo mesmo se você estiver no inferno.
common_voice_pt_21797921|Podem ser os gases do fogo que causaram a inconveniência dos marcianos.
common_voice_pt_21797922|A laje foi escavada em blocos pesados de ardósia.
common_voice_pt_21797923|Vou desenterrar os cinco mil de alguma forma.
common_voice_pt_21797925|Salvaguardar a segurança dos cidadãos à noite
common_voice_pt_21797928|Discuta e corrija
common_voice_pt_21797930|Ele era bom em matemática.
common_voice_pt_21797937|Esta comida é bastante insípida, mas cara.
common_voice_pt_21797938|Dois meninos correm em patins de gelo, enquanto outros assistem.
common_voice_pt_21797939|Existem muitas ferramentas e bibliotecas poderosas por aí.
common_voice_pt_21797940|Homens no exército segurando uma arma.
common_voice_pt_21797941|A geladeira foi comprada à vista.
common_voice_pt_21797942|Até os dois primeiros dias
common_voice_pt_21797943|Não muito
common_voice_pt_21797944|Um garoto tem uma rede de pesca.
common_voice_pt_21797945|Um homem de camisa branca está jogando tênis.
common_voice_pt_21797946|Isso deve ser melhor compreendido.
common_voice_pt_21797957|Pode ir a Taipei para emprego
common_voice_pt_21797958|Eu leio poemas do Castro Alves de vez em quando.
common_voice_pt_21797959|As figuras assim obtidas constituirão a informação básica sobre a superfície.
common_voice_pt_21797960|Adivinha o resultado no primeiro experimento.
common_voice_pt_21797961|Quem peca na juventude perde a saúde para sempre.
common_voice_pt_21797967|Abra um terminal e execute um programa.
common_voice_pt_21797968|A praia é seca e rasa na maré baixa.
common_voice_pt_21797970|Eu não entendo porque você usa o gradiente negativo.
common_voice_pt_21797971|O gato comeu o rato.
common_voice_pt_21797982|Há crianças brincando no playground.
common_voice_pt_21797983|Proteínas têm muitas funções no corpo humano.
common_voice_pt_21797984|Todos brindaram a noiva e o noivo.
common_voice_pt_21797985|Eu não o revi.
common_voice_pt_21797986|Ele ainda gosta dela.
common_voice_pt_21797987|O que eu posso fazer?
common_voice_pt_21797988|Seja franco e limpo de coração, trate a todos com amor.
common_voice_pt_21797990|O que eu perdi?
common_voice_pt_21797991|Algumas pessoas cometem os mesmos erros repetidamente.
common_voice_pt_21797993|Um cachorro está na água.
common_voice_pt_21797997|O carro era vermelho.
common_voice_pt_21797998|Eu tenho algum evento na minha lista?
common_voice_pt_21797999|A palavra chave é queijo.
common_voice_pt_21798000|Mas você sabe que eu não vou para Meca.
common_voice_pt_21798001|Quanto tempo deve durar o currículo?
common_voice_pt_21798012|Pudera que ele ainda estivesse cá.
common_voice_pt_21798013|Duas garotas estão sentadas no chão e uma está usando uma fantasia de animal.
common_voice_pt_21798014|Uma mulher faz caretas para uma criança pequena.
common_voice_pt_21798015|Eles se conheceram através de mensagens de vídeo on-line.
common_voice_pt_21798016|um
common_voice_pt_21798022|Um menino correndo pela grama verde.
common_voice_pt_21798023|Não, ele não tinha.
common_voice_pt_21798024|Um menino andando de skate em um trilho e três meninos assistindo.
common_voice_pt_21798025|O vôo foi combinado entre os dois: por esse motivo ela estava tão calma.
common_voice_pt_21798026|Ele também tentou lembrar algumas boas histórias para relacionar enquanto ele cortava as ovelhas.
common_voice_pt_21798034|Eu tenho que decorar minha árvore.
common_voice_pt_21798035|Nós limpamos o tabuleiro.
common_voice_pt_21798037|Ele entende as forças da natureza.
common_voice_pt_21798039|Vou te dar três minutos para me dizer onde ela está.
common_voice_pt_21798041|Todos riram
common_voice_pt_21798042|Mais importante é a capacidade de procurar emprego
common_voice_pt_21798043|Um homem em uma jaqueta de couro marrom toca guitarra
common_voice_pt_21798044|Foi um mega monstro feito de metal.
common_voice_pt_21798045|O que eles têm que comer?
common_voice_pt_21798046|O cacho de uvas foi espremido em vinho.
common_voice_pt_21798052|O que você faria?
common_voice_pt_21798053|As casas são construídas com tijolos de barro vermelho.
common_voice_pt_21798054|Podemos falar amanhã?
common_voice_pt_21798055|Ligar o ar condicionado leva a um aumento do consumo de combustível.
common_voice_pt_21798056|Sua estratégia era ser paciente e duradoura.
common_voice_pt_21798062|Ele também é profundamente tocado
common_voice_pt_21798063|Sua morte está registrada no Departamento de Guerra em Washington.
common_voice_pt_21798064|Saiba mais sobre este plano de longo prazo
common_voice_pt_21798065|As pessoas também estavam orando ao céu por proteção.
common_voice_pt_21798066|A conversa de um homem bêbado é um pensamento de homem sóbrio.
common_voice_pt_21798072|É por isso que quero que você continue em direção ao seu objetivo.
common_voice_pt_21798073|Pessoas caminhando por um caminho aquoso.
common_voice_pt_21798074|Vitória estava lá.
common_voice_pt_21798075|Qualquer peixe que você quer comer, seu filho precisa tomar banho.
common_voice_pt_21798076|Eles podem fazer café da manhã
common_voice_pt_21798087|Dois cachorros pequenos procuram algo no chão
common_voice_pt_21798088|Não necessariamente de pé ao nosso lado
common_voice_pt_21798089|O comprador sabe ou pode razoavelmente saber a incorreção.
common_voice_pt_21798091|Eu gosto de como o Atom me permite instalar novos plugins.
common_voice_pt_21798097|grupo de crianças fora de um edifício, alcançando uma bolha
common_voice_pt_21798098|Onde há fogo, a fumaça se apaga.
common_voice_pt_21798100|Ele apenas ficou em silêncio e em silêncio
common_voice_pt_21798102|Três homens mais velhos que estão na chuva com as folhas em sua cabeça.
common_voice_pt_21798103|Uma mulher e sua filha estão andando pela estação de metrô vestindo shorts
common_voice_pt_21798107|Eles me ligaram do seu prédio e empréstimo.
common_voice_pt_21798108|Existem três jogadores de basquete
common_voice_pt_21798109|Fomos ao shopping ontem.
common_voice_pt_21798110|Você é uma grande ajuda.
common_voice_pt_21798111|Fortalecer a proteção de adolescentes
common_voice_pt_21798112|A nota era alta.
common_voice_pt_21798113|O menino acordou quando o sol nasceu.
common_voice_pt_21798114|Eu estudei C na universidade.
common_voice_pt_21798115|E até um centavo.
common_voice_pt_21798116|Seis pessoas estão sentadas atrás de dois caiaques.
common_voice_pt_21798117|Um cão da raça pastor alemão está saltando através de um aro com espectadores.
common_voice_pt_21798118|Ele foi abalado em vigília por alguém.
common_voice_pt_21798119|Estou feliz que vocês estejam aqui.
common_voice_pt_21798120|Não sei onde vai.
common_voice_pt_21798121|Nunca é tarde para consertar.
common_voice_pt_21798123|O amor pelo dinheiro é o alicerce de todo o mal.
common_voice_pt_21798124|Semana passada
common_voice_pt_21798125|O picolé está por dois reais.
common_voice_pt_21798126|Da próxima vez que chover, por favor me ligue.
common_voice_pt_21798127|Um pacote de quatro dólares taiwaneses
common_voice_pt_21798128|Isso não é verdade.
common_voice_pt_21798129|Ele disse que tudo tem seu próprio destino.
common_voice_pt_21798130|Que hora de estar vivo.
common_voice_pt_21798131|Esta página foi editada pela última vez.
common_voice_pt_21798132|três
common_voice_pt_21798138|A transferência exigiu duas horas e dezenove minutos e dez segundos para concluir.
common_voice_pt_21798139|Chuva no final de setembro, em outubro de plantio de cogumelos.
common_voice_pt_21798140|A rede elétrica não tinha aterramento
common_voice_pt_21798141|A Dinamarca é pioneira da energia eólica renovável.
common_voice_pt_21798143|De volta ao renascimento
common_voice_pt_21798149|Estou orgulhoso de você.
common_voice_pt_21798150|Eu nunca roubei um relógio na minha vida.
common_voice_pt_21798151|Um homem mais velho dormindo em uma cadeira dobrável na rua.
common_voice_pt_21798152|Uma menina senta-se fora em uma grande fonte.
common_voice_pt_21798153|Quantos anos tem Elon Musk?
common_voice_pt_21798159|Esta seria uma visão muito estreita.
common_voice_pt_21798160|Os ciclistas vagam pelo canto dos vendedores.
common_voice_pt_21798161|Por favor, também tenha paciência comigo.
common_voice_pt_21798162|Pessoas que colocam em uma praia pequena, aproveitando o clima quente.
common_voice_pt_21798163|João e Gustavo não passaram no teste.
common_voice_pt_21798164|Posso te pedir um favor?
common_voice_pt_21798165|A majestade da montanha e a textura da formação rochosa
common_voice_pt_21798166|Duas mulheres sentam-se em blocos debaixo de um guarda-chuva.
common_voice_pt_21798167|Eu só interpreto sonhos.
common_voice_pt_21798168|Está lá em cima!
common_voice_pt_21798169|Um seis aparece com mais frequência do que dez.
common_voice_pt_21798170|Os retângulos têm quatro linhas.
common_voice_pt_21798172|Poderia repetir?
common_voice_pt_21798173|A plataforma de petróleo afundou no mar.
common_voice_pt_21798175|Eu voltarei em breve.
common_voice_pt_21798176|Cinco pessoas usando equipamentos de mergulho estão reunidas em águas calmas.
common_voice_pt_21798177|As regras de correio podem ser usadas para mover, encaminhar ou excluir novas mensagens.
common_voice_pt_21798178|Eles nunca vão nos fechar hoje!
common_voice_pt_21798179|Ele tem outras coisas para fazer primeiro.
common_voice_pt_21810539|Um sinal amarelo anuncia seguro em espanhol.
common_voice_pt_21810540|São Paulo, Rio de Janeiro e Goiás.
common_voice_pt_21810541|Eu tenho tudo pronto.
common_voice_pt_21810542|Também bem-vindo para nos avisar
common_voice_pt_21810543|Faça um voto direto no momento
common_voice_pt_21810569|De fato
common_voice_pt_21810570|Minha namorada dormiu debaixo de uma árvore esta manhã.
common_voice_pt_21810571|O vírus se espalhou mais rápido do que um incêndio.
common_voice_pt_21810572|O índio era então o senhor e o suplicante do homem branco.
common_voice_pt_21810573|Uma cerca corta o terreno da esquina.
common_voice_pt_21810609|Apenas a poucos metros há uma estação de ônibus.
